StudyName,Include,Design,IndependentVariable,IndependentType,DependentVariable,DependentType,DependentSubType,LinkType,TotalSampleSize,InterventionDuration,ExperimentalGroup,ExperimentalGroupN,ExperimentalGroup2,ExperimentalGroup2N,ExperimentalGroup3,ExperimentalGroup3N,ControlGroup,ControlGroupN,MeanAge,PercFemale,AgeGroup,CognitiveStatus,BMIBaseline,SessionAdherence,TestType,TestTypeSub,FitnessMeasure,ChangeinFM,ChangeinFMStandardized,InterventionIntensity,ConversionToNorton2010,ConversionToGarber2011,IntensityAdherence,SessionsPerWeek,DurationInMinutes,WeeklyMinutes,TrueInterventionToincreaseFitness?,refID,Notes
Voss2013b,Y,Intervention,CardiorespiratoryFitness,Physiological,Temporal,FractionalAnisotropy,FSL TBSS,Positive,70.0,48.0,Walking,35.0,NA,NaN,NA,NaN,Stretch,35.0,64.87,0.642857143,Older,CognitivelyNormal,NaN,80.17,TreadmillMaxTest,Max,V02Max,14.63%,0.1463,60-75%HrReserve,Vigorous,Vigorous,HrMonitorSupervised,3.0,45.0,135.0,Yes,10.1002/hbm.22119,"Baseline v02 21.85 for all, 21.34 for walking group."
Voss2013b,Y,Intervention,CardiorespiratoryFitness,Physiological,Occipital,FractionalAnisotropy,FSL TBSS,Null,70.0,48.0,Walking,35.0,NA,NaN,NA,NaN,Stretch,35.0,64.87,0.642857143,Older,CognitivelyNormal,NaN,80.17,TreadmillMaxTest,Max,V02Max,14.63%,0.1463,60-75%HrReserve,Vigorous,Vigorous,HrMonitorSupervised,3.0,45.0,135.0,Yes,10.1002/hbm.22119,"Baseline v02 21.85 for all, 21.34 for walking group."
Voss2013b,Y,Intervention,AerobicTraining,Activity,DigitSpan,Forward,NA,Null,70.0,48.0,Walking,35.0,NA,NaN,NA,NaN,Stretch,35.0,64.87,0.642857143,Older,CognitivelyNormal,NaN,80.17,TreadmillMaxTest,Max,V02Max,14.63%,0.1463,60-75%HrReserve,Vigorous,Vigorous,HrMonitorSupervised,3.0,45.0,135.0,Yes,10.1002/hbm.22119,"Baseline v02 21.85 for all, 21.34 for walking group."
Voss2013b,Y,Intervention,AerobicTraining,Activity,DigitSpan,Backward,NA,Null,70.0,48.0,Walking,35.0,NA,NaN,NA,NaN,Stretch,35.0,64.87,0.642857143,Older,CognitivelyNormal,NaN,80.17,TreadmillMaxTest,Max,V02Max,14.63%,0.1463,60-75%HrReserve,Vigorous,Vigorous,HrMonitorSupervised,3.0,45.0,135.0,Yes,10.1002/hbm.22119,"Baseline v02 21.85 for all, 21.34 for walking group."
Voss2013b,Y,Intervention,AerobicTraining,Activity,Task-switching,NA,NA,Null,70.0,48.0,Walking,35.0,NA,NaN,NA,NaN,Stretch,35.0,64.87,0.642857143,Older,CognitivelyNormal,NaN,80.17,TreadmillMaxTest,Max,V02Max,14.63%,0.1463,60-75%HrReserve,Vigorous,Vigorous,HrMonitorSupervised,3.0,45.0,135.0,Yes,10.1002/hbm.22119,"Baseline v02 21.85 for all, 21.34 for walking group."
Hill1993,Y,Intervention,AerobicTraining,Activity,LogicalMemory,Immediate,WMS-III,Positive,121.0,52.0,Aerobic,87.0,NA,NaN,NA,NaN,Nointervention,24.0,64.0,50.4,Older,CognitivelyNormal,NaN,NaN,TreadmillMaxTest,Max,V02Max,5.52,0.225,80%HrMax,Vigorous,Vigorous,Self-Pulse,4.0,50.0,200.0,Yes,10.1093/geronj/48.1.p12,modified exercise protocol to changing v02 max - measured every 3 months in 12 month program.. 24.53vo2 max to 30.05
Lam2015,Y,Intervention,MulticomponentTraining,Activity,VerbalFluency,Category,NA,Positive,423.0,52.0,Multicomponent,114.0,Multicomponent,93.0,Cognitive,115.0,Social,101.0,75.4,78.2,Older,MCI,NaN,73.0,NA,NA,NA,NaN,NaN,NA,NA,NA,NA,3.0,60.0,180.0,No,10.1371/journal.pone.0118173,"Tai chi, one aerobic, one stretching and toning… cognitive and physical. Did digit span and trail making at baseline, but not after intevention or at least didn't report it."
Lam2015,Y,Intervention,MulticomponentTraining,Activity,ListLearning,Delayed,NA,Null,423.0,52.0,Multicomponent,114.0,Multicomponent,93.0,Cognitive,115.0,Social,101.0,75.4,78.2,Older,MCI,NaN,73.0,NA,NA,NA,NaN,NaN,NA,NA,NA,NA,3.0,60.0,180.0,No,10.1371/journal.pone.0118173,"Tai chi, one aerobic, one stretching and toning… cognitive and physical. Did digit span and trail making at baseline, but not after intevention or at least didn't report it."
Lam2015,Y,Intervention,MulticomponentTraining,Activity,DigitSpan,Forward,NA,Null,423.0,52.0,Multicomponent,114.0,Multicomponent,93.0,Cognitive,115.0,Social,101.0,75.4,78.2,Older,MCI,NaN,73.0,NA,NA,NA,NaN,NaN,NA,NA,NA,NA,3.0,60.0,180.0,No,10.1371/journal.pone.0118173,"Tai chi, one aerobic, one stretching and toning… cognitive and physical. Did digit span and trail making at baseline, but not after intevention or at least didn't report it."
Lam2015,Y,Intervention,MulticomponentTraining,Activity,DigitSpan,Backward,NA,Null,423.0,52.0,Multicomponent,114.0,Multicomponent,93.0,Cognitive,115.0,Social,101.0,75.4,78.2,Older,MCI,NaN,73.0,NA,NA,NA,NaN,NaN,NA,NA,NA,NA,3.0,60.0,180.0,No,10.1371/journal.pone.0118173,"Tai chi, one aerobic, one stretching and toning… cognitive and physical. Did digit span and trail making at baseline, but not after intevention or at least didn't report it."
Lam2015,Y,Intervention,MulticomponentTraining,Activity,TrailMaking,Chinese,NA,Null,423.0,52.0,Multicomponent,114.0,Multicomponent,93.0,Cognitive,115.0,Social,101.0,75.4,78.2,Older,MCI,NaN,73.0,NA,NA,NA,NaN,NaN,NA,NA,NA,NA,3.0,60.0,180.0,No,10.1371/journal.pone.0118173,"Tai chi, one aerobic, one stretching and toning… cognitive and physical. Did digit span and trail making at baseline, but not after intevention or at least didn't report it."
Lam2012,Y,Intervention,TaiChi,Activity,VerbalFluency,Category,NA,Null,389.0,52.0,TaiChi,171.0,NA,NaN,NA,NaN,Stretch,218.0,77.2,73.09,Older,MCI,NaN,NaN,NA,NA,NA,NaN,NaN,NA,NA,NA,NA,3.0,30.0,90.0,UnclearNoData,10.1016/j.jamda.2012.03.008,Just tai chi and stretching
Lam2012,Y,Intervention,TaiChi,Activity,ListLearning,Delayed,NA,Positive,389.0,52.0,TaiChi,171.0,NA,NaN,NA,NaN,Stretch,218.0,77.2,73.09,Older,MCI,NaN,NaN,NA,NA,NA,NaN,NaN,NA,NA,NA,NA,3.0,30.0,90.0,UnclearNoData,10.1016/j.jamda.2012.03.008,Just tai chi and stretching
Lam2012,Y,Intervention,TaiChi,Activity,DigitSpan,Forward,NA,Null,389.0,52.0,TaiChi,171.0,NA,NaN,NA,NaN,Stretch,218.0,77.2,73.09,Older,MCI,NaN,NaN,NA,NA,NA,NaN,NaN,NA,NA,NA,NA,3.0,30.0,90.0,UnclearNoData,10.1016/j.jamda.2012.03.008,Just tai chi and stretching
Lam2012,Y,Intervention,TaiChi,Activity,DigitSpan,Backward,NA,Null,389.0,52.0,TaiChi,171.0,NA,NaN,NA,NaN,Stretch,218.0,77.2,73.09,Older,MCI,NaN,NaN,NA,NA,NA,NaN,NaN,NA,NA,NA,NA,3.0,30.0,90.0,UnclearNoData,10.1016/j.jamda.2012.03.008,Just tai chi and stretching
Lam2012,Y,Intervention,TaiChi,Activity,TrailMaking,A,NA,Null,389.0,52.0,TaiChi,171.0,NA,NaN,NA,NaN,Stretch,218.0,77.2,73.09,Older,MCI,NaN,NaN,NA,NA,NA,NaN,NaN,NA,NA,NA,NA,3.0,30.0,90.0,UnclearNoData,10.1016/j.jamda.2012.03.008,Just tai chi and stretching
Lam2012,Y,Intervention,TaiChi,Activity,TrailMaking,B,NA,Null,389.0,52.0,TaiChi,171.0,NA,NaN,NA,NaN,Stretch,218.0,77.2,73.09,Older,MCI,NaN,NaN,NA,NA,NA,NaN,NaN,NA,NA,NA,NA,3.0,30.0,90.0,UnclearNoData,10.1016/j.jamda.2012.03.008,Just tai chi and stretching
Satoh2014,N,Intervention,AerobicTraining,Activity,LogicalMemory,Immediate,RBMT,Null,89.0,52.0,Aerobic,28.0,Multicomponent,26.0,NA,NaN,Nointervention,35.0,72.8,83.59,Older,CognitivelyNormal,NaN,75.0,NA,NA,NA,NaN,NaN,NA,NA,NA,NA,0.7692,60.0,46.152,No,10.1371/journal.pone.0095230,"Exercise with music = multicomponent group.. Only 1x per week for experimental groups - 40 sessions over a year.  Do we report intra group analysis?  Would these Ex and Ex & M be negative for logical memory II because control group showed positive? Greater than 75% adherence to sessions, but several subjects dropped out due to a flood"
Satoh2014,N,Intervention,AerobicTraining,Activity,LogicalMemory,Delayed,RBMT,Null,89.0,52.0,Aerobic,28.0,Multicomponent,26.0,NA,NaN,Nointervention,35.0,72.8,83.59,Older,CognitivelyNormal,NaN,75.0,NA,NA,NA,NaN,NaN,NA,NA,NA,NA,0.7692,60.0,46.152,No,10.1371/journal.pone.0095230,"Exercise with music = multicomponent group.. Only 1x per week for experimental groups.  Do we report intra group analysis?  Would these Ex and Ex & M be negative for logical memory II because control group showed positive? Greater than 75% adherence to sessions, but several subjects dropped out due to a flood"
Satoh2014,N,Intervention,AerobicTraining,Activity,VerbalFluency,Category,NA,Null,89.0,52.0,Aerobic,28.0,Multicomponent,26.0,NA,NaN,Nointervention,35.0,72.8,83.59,Older,CognitivelyNormal,NaN,75.0,NA,NA,NA,NaN,NaN,NA,NA,NA,NA,0.7692,60.0,46.152,No,10.1371/journal.pone.0095230,"Exercise with music = multicomponent group.. Only 1x per week for experimental groups.  Do we report intra group analysis?  Would these Ex and Ex & M be negative for logical memory II because control group showed positive? Greater than 75% adherence to sessions, but several subjects dropped out due to a flood"
Satoh2014,N,Intervention,AerobicTraining,Activity,VerbalFluency,Letter,NA,Null,89.0,52.0,Aerobic,28.0,Multicomponent,26.0,NA,NaN,Nointervention,35.0,72.8,83.59,Older,CognitivelyNormal,NaN,75.0,NA,NA,NA,NaN,NaN,NA,NA,NA,NA,0.7692,60.0,46.152,No,10.1371/journal.pone.0095230,"Exercise with music = multicomponent group.. Only 1x per week for experimental groups.  Do we report intra group analysis?  Would these Ex and Ex & M be negative for logical memory II because control group showed positive? Greater than 75% adherence to sessions, but several subjects dropped out due to a flood"
Satoh2014,N,Intervention,AerobicTraining,Activity,TrailMaking,A,NA,Null,89.0,52.0,Aerobic,28.0,Multicomponent,26.0,NA,NaN,Nointervention,35.0,72.8,83.59,Older,CognitivelyNormal,NaN,75.0,NA,NA,NA,NaN,NaN,NA,NA,NA,NA,0.7692,60.0,46.152,No,10.1371/journal.pone.0095230,"Exercise with music = multicomponent group.. Only 1x per week for experimental groups.  Do we report intra group analysis?  Would these Ex and Ex & M be negative for logical memory II because control group showed positive? Greater than 75% adherence to sessions, but several subjects dropped out due to a flood"
Satoh2014,N,Intervention,AerobicTraining,Activity,TrailMaking,B,NA,Null,89.0,52.0,Aerobic,28.0,Multicomponent,26.0,NA,NaN,Nointervention,35.0,72.8,83.59,Older,CognitivelyNormal,NaN,75.0,NA,NA,NA,NaN,NaN,NA,NA,NA,NA,0.7692,60.0,46.152,No,10.1371/journal.pone.0095230,"Exercise with music = multicomponent group.. Only 1x per week for experimental groups.  Do we report intra group analysis?  Would these Ex and Ex & M be negative for logical memory II because control group showed positive? Greater than 75% adherence to sessions, but several subjects dropped out due to a flood"
Satoh2014,N,Intervention,MulticomponentTraining,Activity,LogicalMemory,Immediate,RBMT,Null,89.0,52.0,Aerobic,28.0,Multicomponent,26.0,NA,NaN,Nointervention,35.0,72.8,83.59,Older,CognitivelyNormal,NaN,75.0,NA,NA,NA,NaN,NaN,NA,NA,NA,NA,0.7692,60.0,46.152,No,10.1371/journal.pone.0095230,"Exercise with music = multicomponent group.. Only 1x per week for experimental groups.  Do we report intra group analysis?  Would these Ex and Ex & M be negative for logical memory II because control group showed positive? Greater than 75% adherence to sessions, but several subjects dropped out due to a flood"
Satoh2014,N,Intervention,MulticomponentTraining,Activity,LogicalMemory,Delayed,RBMT,Null,89.0,52.0,Aerobic,28.0,Multicomponent,26.0,NA,NaN,Nointervention,35.0,72.8,83.59,Older,CognitivelyNormal,NaN,75.0,NA,NA,NA,NaN,NaN,NA,NA,NA,NA,0.7692,60.0,46.152,No,10.1371/journal.pone.0095230,"Exercise with music = multicomponent group.. Only 1x per week for experimental groups.  Do we report intra group analysis?  Would these Ex and Ex & M be negative for logical memory II because control group showed positive? Greater than 75% adherence to sessions, but several subjects dropped out due to a flood"
Satoh2014,N,Intervention,MulticomponentTraining,Activity,VerbalFluency,Category,NA,Null,89.0,52.0,Aerobic,28.0,Multicomponent,26.0,NA,NaN,Nointervention,35.0,72.8,83.59,Older,CognitivelyNormal,NaN,75.0,NA,NA,NA,NaN,NaN,NA,NA,NA,NA,0.7692,60.0,46.152,No,10.1371/journal.pone.0095230,"Exercise with music = multicomponent group.. Only 1x per week for experimental groups.  Do we report intra group analysis?  Would these Ex and Ex & M be negative for logical memory II because control group showed positive? Greater than 75% adherence to sessions, but several subjects dropped out due to a flood"
Satoh2014,N,Intervention,MulticomponentTraining,Activity,VerbalFluency,Letter,NA,Null,89.0,52.0,Aerobic,28.0,Multicomponent,26.0,NA,NaN,Nointervention,35.0,72.8,83.59,Older,CognitivelyNormal,NaN,75.0,NA,NA,NA,NaN,NaN,NA,NA,NA,NA,0.7692,60.0,46.152,No,10.1371/journal.pone.0095230,"Exercise with music = multicomponent group.. Only 1x per week for experimental groups.  Do we report intra group analysis?  Would these Ex and Ex & M be negative for logical memory II because control group showed positive? Greater than 75% adherence to sessions, but several subjects dropped out due to a flood"
Satoh2014,N,Intervention,MulticomponentTraining,Activity,TrailMaking,A,NA,Null,89.0,52.0,Aerobic,28.0,Multicomponent,26.0,NA,NaN,Nointervention,35.0,72.8,83.59,Older,CognitivelyNormal,NaN,75.0,NA,NA,NA,NaN,NaN,NA,NA,NA,NA,0.7692,60.0,46.152,No,10.1371/journal.pone.0095230,"Exercise with music = multicomponent group.. Only 1x per week for experimental groups.  Do we report intra group analysis?  Would these Ex and Ex & M be negative for logical memory II because control group showed positive? Greater than 75% adherence to sessions, but several subjects dropped out due to a flood"
Satoh2014,N,Intervention,MulticomponentTraining,Activity,TrailMaking,B,NA,Null,89.0,52.0,Aerobic,28.0,Multicomponent,26.0,NA,NaN,Nointervention,35.0,72.8,83.59,Older,CognitivelyNormal,NaN,75.0,NA,NA,NA,NaN,NaN,NA,NA,NA,NA,0.7692,60.0,46.152,No,10.1371/journal.pone.0095230,"Exercise with music = multicomponent group.. Only 1x per week for experimental groups.  Do we report intra group analysis?  Would these Ex and Ex & M be negative for logical memory II because control group showed positive? Greater than 75% adherence to sessions, but several subjects dropped out due to a flood"
Suzuki2012,Y,Intervention,MulticomponentTraining,Activity,LogicalMemory,Immediate,WMS-III,Positive,50.0,52.0,Multicomponent,25.0,NA,NaN,NA,NaN,Educational,25.0,75.0,66.0,Older,MCI,NaN,79.2,Age,Calculated,NA,NaN,NaN,60%HrMax,Moderate,Light,Supervised-Pulse,1.54,90.0,138.6,UnclearNoData,10.1186/1471-2377-12-128,"Amnesic MCI - T-cho (total cholesterol), HbA1c (hemoglobin), BDNF, VEGF receptor 1 - heart rate measured at end of aerobic exercise via pulse"
Suzuki2012,Y,Intervention,MulticomponentTraining,Activity,LogicalMemory,Delayed,WMS-III,Null,50.0,52.0,Multicomponent,25.0,NA,NaN,NA,NaN,Educational,25.0,75.0,66.0,Older,MCI,NaN,79.2,Age,Calculated,NA,NaN,NaN,60%HrMax,Moderate,Light,Supervised-Pulse,1.54,90.0,138.6,UnclearNoData,10.1186/1471-2377-12-128,"Amnesic MCI - T-cho (total cholesterol), HbA1c (hemoglobin), BDNF, VEGF receptor 1 - heart rate measured at end of aerobic exercise via pulse"
Suzuki2012,Y,Intervention,MulticomponentTraining,Activity,VerbalFluency,Category,NA,Positive,50.0,52.0,Multicomponent,25.0,NA,NaN,NA,NaN,Educational,25.0,75.0,66.0,Older,MCI,NaN,79.2,Age,Calculated,NA,NaN,NaN,60%HrMax,Moderate,Light,Supervised-Pulse,1.54,90.0,138.6,UnclearNoData,10.1186/1471-2377-12-128,"Amnesic MCI - T-cho (total cholesterol), HbA1c (hemoglobin), BDNF, VEGF receptor 1 - heart rate measured at end of aerobic exercise via pulse"
Suzuki2012,Y,Intervention,MulticomponentTraining,Activity,VerbalFluency,Letter,NA,Null,50.0,52.0,Multicomponent,25.0,NA,NaN,NA,NaN,Educational,25.0,75.0,66.0,Older,MCI,NaN,79.2,Age,Calculated,NA,NaN,NaN,60%HrMax,Moderate,Light,Supervised-Pulse,1.54,90.0,138.6,UnclearNoData,10.1186/1471-2377-12-128,"Amnesic MCI - T-cho (total cholesterol), HbA1c (hemoglobin), BDNF, VEGF receptor 1 - heart rate measured at end of aerobic exercise via pulse"
Suzuki2012,Y,Intervention,MulticomponentTraining,Activity,Stroop,NA,NA,Null,50.0,52.0,Multicomponent,25.0,NA,NaN,NA,NaN,Educational,25.0,75.0,66.0,Older,MCI,NaN,79.2,Age,Calculated,NA,NaN,NaN,60%HrMax,Moderate,Light,Supervised-Pulse,1.54,90.0,138.6,UnclearNoData,10.1186/1471-2377-12-128,"Amnesic MCI - T-cho (total cholesterol), HbA1c (hemoglobin), BDNF, VEGF receptor 1 - heart rate measured at end of aerobic exercise via pulse"
VanUffelen2008,Y,Intervention,AerobicTraining,Activity,AVLT,Immediate,NA,Null,152.0,52.0,Aerobic,77.0,NA,NaN,NA,NaN,Stretch,75.0,75.0,50.65,Older,CognitivelyNormal,26.6,63.0,NA,NA,NA,NaN,NaN,>3METs,Moderate,Moderate,Self-report,2.0,NaN,NaN,UnclearNoData,10.1136/bjsm.2007.044735,"2x week walking for aerobic…also a Vitamin B and placebo counterbalanced group not reporting. Only reporting the walking and placebo aerobic.  Broke it out by sex and did see a trend (p=.06 for women), intended to improve fitness but no v02 or anything not subjective for sessions. Only women improved on stroop."
VanUffelen2008,Y,Intervention,AerobicTraining,Activity,AVLT,Delayed,NA,Null,152.0,52.0,Aerobic,77.0,NA,NaN,NA,NaN,Stretch,75.0,75.0,50.65,Older,CognitivelyNormal,26.6,63.0,NA,NA,NA,NaN,NaN,>3METs,Moderate,Moderate,Self-report,2.0,NaN,NaN,UnclearNoData,10.1136/bjsm.2007.044735,"2x week walking for aerobic…also a Vitamin B and placebo counterbalanced group not reporting. Only reporting the walking and placebo aerobic.  Broke it out by sex and did see a trend (p=.06 for women), intended to improve fitness but no v02 or anything not subjective for sessions. Only women improved on stroop."
VanUffelen2008,Y,Intervention,AerobicTraining,Activity,VerbalFluency,Letter,NA,Null,152.0,52.0,Aerobic,77.0,NA,NaN,NA,NaN,Stretch,75.0,75.0,50.65,Older,CognitivelyNormal,26.6,63.0,NA,NA,NA,NaN,NaN,>3METs,Moderate,Moderate,Self-report,2.0,NaN,NaN,UnclearNoData,10.1136/bjsm.2007.044735,"2x week walking for aerobic…also a Vitamin B and placebo counterbalanced group not reporting. Only reporting the walking and placebo aerobic.  Broke it out by sex and did see a trend (p=.06 for women), intended to improve fitness but no v02 or anything not subjective for sessions. Only women improved on stroop."
VanUffelen2008,Y,Intervention,AerobicTraining,Activity,Stroop,NA,NA,Positive,152.0,52.0,Aerobic,77.0,NA,NaN,NA,NaN,Stretch,75.0,75.0,50.65,Older,CognitivelyNormal,26.6,63.0,NA,NA,NA,NaN,NaN,>3METs,Moderate,Moderate,Self-report,2.0,NaN,NaN,UnclearNoData,10.1136/bjsm.2007.044735,"2x week walking for aerobic…also a Vitamin B and placebo counterbalanced group not reporting. Only reporting the walking and placebo aerobic.  Broke it out by sex and did see a trend (p=.06 for women), intended to improve fitness but no v02 or anything not subjective for sessions. Only women improved on stroop."
Williamson2009,Y,Intervention,MulticomponentTraining,Activity,RAVLT,Immediate,NA,Null,102.0,52.0,Multicomponent,50.0,NA,NaN,NA,NaN,Educational,52.0,77.4,70.6,Older,CognitivelyNormal,28.8,NaN,NA,NA,NA,NaN,NaN,Moderate,Moderate,Moderate,NA,5.0,50.0,250.0,UnclearNoData,10.1093/gerona/glp014,"Reported moderate intensity in abstarct, no data or measures"
Williamson2009,Y,Intervention,MulticomponentTraining,Activity,RAVLT,Delayed,NA,Null,102.0,52.0,Multicomponent,50.0,NA,NaN,NA,NaN,Educational,52.0,77.4,70.6,Older,CognitivelyNormal,28.8,NaN,NA,NA,NA,NaN,NaN,Moderate,Moderate,Moderate,NA,5.0,50.0,250.0,UnclearNoData,10.1093/gerona/glp014,"Reported moderate intensity in abstarct, no data or measures"
Williamson2009,Y,Intervention,MulticomponentTraining,Activity,Stroop,NA,NA,Null,102.0,52.0,Multicomponent,50.0,NA,NaN,NA,NaN,Educational,52.0,77.4,70.6,Older,CognitivelyNormal,28.8,NaN,NA,NA,NA,NaN,NaN,Moderate,Moderate,Moderate,NA,5.0,50.0,250.0,UnclearNoData,10.1093/gerona/glp014,"Reported moderate intensity in abstarct, no data or measures"
Napoli2014,Y,Intervention,AerobicTraining,Activity,VerbalFluency,Animal,NA,Positive,107.0,52.0,Aerobic,26.0,AerobicAndDiet,28.0,Diet,26.0,Educational,27.0,70.0,62.62,Older,CognitivelyNormal,36.9,88.0,Treadmill,Estimated,V02Peak,0.14,0.0795,70-85%HrMax,Vigorous,Vigorous,NA,3.0,90.0,270.0,Yes,10.3945/ajcn.113.082883,"V02peak L/min - 1.76 to 1.9. for trailmaking a and b, only positive in the diet and exercise compared to contorl, exercise vs control is trending."
Napoli2014,Y,Intervention,AerobicTraining,Activity,TrailMaking,A,NA,Null,107.0,52.0,Aerobic,26.0,AerobicAndDiet,28.0,Diet,26.0,Educational,27.0,70.0,62.62,Older,CognitivelyNormal,36.9,88.0,Treadmill,Estimated,V02Peak,0.14,0.0795,70-85%HrMax,Vigorous,Vigorous,NA,3.0,90.0,270.0,Yes,10.3945/ajcn.113.082883,"V02peak L/min - 1.76 to 1.9. for trailmaking a and b, only positive in the diet and exercise compared to contorl, exercise vs control is trending."
Napoli2014,Y,Intervention,AerobicTraining,Activity,TrailMaking,B,NA,Null,107.0,52.0,Aerobic,26.0,AerobicAndDiet,28.0,Diet,26.0,Educational,27.0,70.0,62.62,Older,CognitivelyNormal,36.9,88.0,Treadmill,Estimated,V02Peak,0.14,0.0795,70-85%HrMax,Vigorous,Vigorous,NA,3.0,90.0,270.0,Yes,10.3945/ajcn.113.082883,"V02peak L/min - 1.76 to 1.9. for trailmaking a and b, only positive in the diet and exercise compared to contorl, exercise vs control is trending."
Williams1997,Y,Intervention,AerobicTraining,Activity,DigitSpan,Combined,NA,Positive,149.0,52.0,Aerobic,71.0,NA,NaN,NA,NaN,Nointervention,78.0,71.8,100.0,Older,CognitivelyNormal,NaN,71.95,NA,NA,NA,NaN,NaN,NA,NA,NA,NA,2.0,60.0,120.0,UnclearNoData,10.1111/j.1467-842x.1997.tb01653.x,71.95 session adherence for the participants that finished the study - 149 out of 187.
Merom2016,Y,Intervention,Dance,Activity,TrailMaking,A,NA,Null,530.0,52.0,Dance,279.0,NA,NaN,NA,NaN,Waitlist,251.0,78.0,84.5,Older,CognitivelyNormal,NaN,51.0,NA,NA,NA,NaN,NaN,NA,NA,NA,NA,2.0,60.0,120.0,No,10.1371/journal.pmed.1002112,NA
Merom2016,Y,Intervention,Dance,Activity,TrailMaking,B,NA,Null,530.0,52.0,Dance,279.0,NA,NaN,NA,NaN,Waitlist,251.0,78.0,84.5,Older,CognitivelyNormal,NaN,51.0,NA,NA,NA,NaN,NaN,NA,NA,NA,NA,2.0,60.0,120.0,No,10.1371/journal.pmed.1002112,NA
Merom2016,Y,Intervention,Dance,Activity,TrailMaking,B,AdjustedFromTrailA,Null,530.0,52.0,Dance,279.0,NA,NaN,NA,NaN,Waitlist,251.0,78.0,84.5,Older,CognitivelyNormal,NaN,51.0,NA,NA,NA,NaN,NaN,NA,NA,NA,NA,2.0,60.0,120.0,No,10.1371/journal.pmed.1002112,NA
Leckie2014,Y,Intervention,AerobicTraining,Activity,Task-switching,NA,NA,Positive,90.0,52.0,Aerobic,47.0,NA,NaN,NA,NaN,Stretch,45.0,66.82,64.1,Older,CognitivelyNormal,NaN,NaN,TreadmillMaxTest,Max,V02Max,NaN,NaN,60-75%HrReserve,Vigorous,Vigorous,HrMonitorSupervised,3.0,50.0,150.0,Yes,10.3389/fnhum.2014.00985,"exercise group 21.22 v02max at baseline. 21736.91 bdnf to 24067.78. Same groups as Voss2013, Erickson2011, Mccaulley 2011"
Leckie2014,Y,Intervention,AerobicTraining,Activity,BDNF,serum,NA,Positive,90.0,52.0,Aerobic,47.0,NA,NaN,NA,NaN,Stretch,45.0,66.82,64.1,Older,CognitivelyNormal,NaN,NaN,TreadmillMaxTest,Max,V02Max,NaN,NaN,60-75%HrReserve,Vigorous,Vigorous,HrMonitorSupervised,3.0,50.0,150.0,Yes,10.3389/fnhum.2014.00985,"exercise group 21.22 v02max at baseline. 21736.91 bdnf to 24067.78. Same groups as Voss2013, Erickson2011, Mccaulley 2011"
Niemann2014,Y,Intervention,AerobicTraining,Activity,Flanker,NA,NA,Null,36.0,52.0,Aerobic,13.0,Coordination,14.0,NA,NaN,Stretch,9.0,68.68,69.44,Older,CognitivelyNormal,26.81,NaN,Treadmill,SubMax,V02Peak,15.70%,0.157,60%V02Peak,Moderate,Moderate,HrMonitorSupervised,3.0,45.0,135.0,Yes,10.3389/fnagi.2014.00170,Same as voelcker-rehage2011
Blumenthal1991,N,Intervention,AerobicTraining,Activity,DigitSpan,Forward,NA,Null,49.0,60.0,Aerobic,23.0,Yoga,12.0,NA,NaN,Waitlist,14.0,67.0,50.49,Older,CognitivelyNormal,NaN,72.22,CyclingMaxTest,Max,V02Max,3.2,0.1641,70%HRReserve,Vigorous,Vigorous,Self-Pulse,3.0,60.0,180.0,Yes,10.1093/geronj/46.6.p352,"Same group as Bulmenthal 1989 but extended it out to 14 months. Didn't do verbalfluency test at ""test 4"", VO2 from 19.5 to 22.7"
Blumenthal1991,N,Intervention,AerobicTraining,Activity,DigitSpan,Backward,NA,Null,49.0,60.0,Aerobic,23.0,Yoga,12.0,NA,NaN,Waitlist,14.0,67.0,50.49,Older,CognitivelyNormal,NaN,72.22,CyclingMaxTest,Max,V02Max,3.2,0.1641,70%HRReserve,Vigorous,Vigorous,Self-Pulse,3.0,60.0,180.0,Yes,10.1093/geronj/46.6.p352,"Same group as Bulmenthal 1989 but extended it out to 14 months. Didn't do verbalfluency test at ""test 4"", VO2 from 19.5 to 22.7"
Blumenthal1991,N,Intervention,AerobicTraining,Activity,TrailMaking,B,NA,Null,49.0,60.0,Aerobic,23.0,Yoga,12.0,NA,NaN,Waitlist,14.0,67.0,50.49,Older,CognitivelyNormal,NaN,72.22,CyclingMaxTest,Max,V02Max,3.2,0.1641,70%HRReserve,Vigorous,Vigorous,Self-Pulse,3.0,60.0,180.0,Yes,10.1093/geronj/46.6.p352,"Same group as Bulmenthal 1989 but extended it out to 14 months. Didn't do verbalfluency test at ""test 4"", VO2 from 19.5 to 22.7"
Blumenthal1991,N,Intervention,AerobicTraining,Activity,VerbalFluency,Letter,NA,Positive,49.0,60.0,Aerobic,23.0,Yoga,12.0,NA,NaN,Waitlist,14.0,67.0,50.49,Older,CognitivelyNormal,NaN,72.22,CyclingMaxTest,Max,V02Max,3.2,0.1641,70%HRReserve,Vigorous,Vigorous,Self-Pulse,3.0,60.0,180.0,Yes,10.1093/geronj/46.6.p352,"Same group as Bulmenthal 1989 but extended it out to 14 months. Didn't do verbalfluency test at ""test 4"", VO2 from 19.5 to 22.7"
